,engagement_count,bet_intent_count
FIXTURE:ufo:mtch:1vd-0bt,21,21
FIXTURE:ufo:mtch:1vd-0n7,21,21
FIXTURE:ufo:mtch:1vd-31t,21,21
FIXTURE:ufo:mtch:1ve-002,21,21
FIXTURE:ufo:mtch:1ve-05r,21,21
FIXTURE:ufo:mtch:1ve-22b,21,21
FIXTURE:ufo:mtch:1vf-02c,21,21
FIXTURE:ufo:mtch:1vf-0fs,21,21
FIXTURE:ufo:mtch:1vg-2c0,21,21
FIXTURE:ufo:mtch:1vh-013,21,21
FIXTURE:ufo:mtch:1vh-050,21,21
FIXTURE:ufo:mtch:1vh-0ap,21,21
FIXTURE:ufo:mtch:1vh-0hz,21,21
FIXTURE:ufo:mtch:1vh-2pd,21,21
FIXTURE:ufo:mtch:1vi-02f,21,21
FIXTURE:ufo:mtch:1vi-1nt,21,21
FIXTURE:ufo:mtch:1vk-35w,21,21
FIXTURE:ufo:mtch:1vl-0pr,21,21
FIXTURE:ufo:mtch:1vl-1no,21,21
FIXTURE:ufo:mtch:1us-00j,20,20
FIXTURE:ufo:mtch:1us-01y,20,20
FIXTURE:ufo:mtch:1us-04k,20,20
FIXTURE:ufo:mtch:1us-0b5,20,20
FIXTURE:ufo:mtch:1us-0um,20,20
FIXTURE:ufo:mtch:1ut-03d,20,20
FIXTURE:ufo:mtch:1uu-0do,20,20
FIXTURE:ufo:mtch:1uv-0dt,20,20
FIXTURE:ufo:mtch:1uv-0it,20,20
FIXTURE:ufo:mtch:1uv-2gd,20,20
FIXTURE:ufo:mtch:1uw-01u,20,20
FIXTURE:ufo:mtch:1uw-01w,20,20
FIXTURE:ufo:mtch:1uw-1qh,20,20
FIXTURE:ufo:mtch:1ux-057,20,20
FIXTURE:ufo:mtch:1ux-0j2,20,20
FIXTURE:ufo:mtch:1ux-0xf,20,20
FIXTURE:ufo:mtch:1uy-00j,20,20
FIXTURE:ufo:mtch:1uy-03i,20,20
FIXTURE:ufo:mtch:1uy-0wl,20,20
FIXTURE:ufo:mtch:1uz-03f,20,20
FIXTURE:ufo:mtch:1uz-0md,20,20
FIXTURE:ufo:mtch:1uz-1ae,20,20
FIXTURE:ufo:mtch:1v0-04q,20,20
FIXTURE:ufo:mtch:1v1-0gu,20,20
FIXTURE:ufo:mtch:1v1-157,20,20
FIXTURE:ufo:mtch:1v1-2gw,20,20
FIXTURE:ufo:mtch:1v2-00i,20,20
FIXTURE:ufo:mtch:1v2-08s,20,20
FIXTURE:ufo:mtch:1v2-0t3,20,20
FIXTURE:ufo:mtch:1v2-13n,20,20
FIXTURE:ufo:mtch:1v2-24r,20,20
FIXTURE:ufo:mtch:1v3-01e,20,20
FIXTURE:ufo:mtch:1v3-04k,20,20
FIXTURE:ufo:mtch:1v4-01k,20,20
FIXTURE:ufo:mtch:1v4-02t,20,20
FIXTURE:ufo:mtch:1v5-0c3,20,20
FIXTURE:ufo:mtch:1v5-0wp,20,20
FIXTURE:ufo:mtch:1v5-1e1,20,20
FIXTURE:ufo:mtch:1v6-03n,20,20
FIXTURE:ufo:mtch:1v6-03q,20,20
FIXTURE:ufo:mtch:1v6-03t,20,20
FIXTURE:ufo:mtch:1v6-1ej,20,20
FIXTURE:ufo:mtch:1v7-01x,20,20
FIXTURE:ufo:mtch:1v7-06k,20,20
FIXTURE:ufo:mtch:1v7-06m,20,20
FIXTURE:ufo:mtch:1v7-0bo,20,20
FIXTURE:ufo:mtch:1v7-0kz,20,20
FIXTURE:ufo:mtch:1v7-1vq,20,20
FIXTURE:ufo:mtch:1v8-02x,20,20
FIXTURE:ufo:mtch:1v9-01s,20,20
FIXTURE:ufo:mtch:1v9-0bn,20,20
FIXTURE:ufo:mtch:1va-28u,20,20
FIXTURE:ufo:mtch:1vb-2hd,20,20
FIXTURE:ufo:mtch:1vb-2q7,20,20
FIXTURE:ufo:mtch:1vc-02e,20,20
FIXTURE:ufo:mtch:1vd-0jb,20,20
FIXTURE:ufo:mtch:1ve-01f,20,20
FIXTURE:ufo:mtch:1ve-03v,20,20
FIXTURE:ufo:mtch:1ve-073,20,20
FIXTURE:ufo:mtch:1ve-0gt,20,20
FIXTURE:ufo:mtch:1ve-1m0,20,20
FIXTURE:ufo:mtch:1vf-1cp,20,20
FIXTURE:ufo:mtch:1vf-20a,20,20
FIXTURE:ufo:mtch:1vg-03s,20,20
FIXTURE:ufo:mtch:1vh-025,20,20
FIXTURE:ufo:mtch:1vh-056,20,20
FIXTURE:ufo:mtch:1vi-071,20,20
FIXTURE:ufo:mtch:1vi-0f7,20,20
FIXTURE:ufo:mtch:1vj-0d3,20,20
FIXTURE:ufo:mtch:1vj-0f3,20,20
FIXTURE:ufo:mtch:1vj-0l6,20,20
FIXTURE:ufo:mtch:1vk-03t,20,20
FIXTURE:ufo:mtch:1vk-1sh,20,20
FIXTURE:ufo:mtch:1vl-0pc,20,20
FIXTURE:ufo:mtch:1vm-01q,20,20
FIXTURE:ufo:mtch:1vm-01u,20,20
FIXTURE:ufo:mtch:1vm-055,20,20
FIXTURE:ufo:mtch:1vm-1et,20,20
FIXTURE:ufo:mtch:1ut-00o,19,19
FIXTURE:ufo:mtch:1ut-019,19,19
FIXTURE:ufo:mtch:1ut-01p,19,19
FIXTURE:ufo:mtch:1ut-02o,19,19
FIXTURE:ufo:mtch:1ut-0qw,19,19
FIXTURE:ufo:mtch:1uu-0vj,19,19
FIXTURE:ufo:mtch:1uv-015,19,19
FIXTURE:ufo:mtch:1uw-0ai,19,19
FIXTURE:ufo:mtch:1uw-27m,19,19
FIXTURE:ufo:mtch:1uw-2pg,19,19
FIXTURE:ufo:mtch:1uw-2pi,19,19
FIXTURE:ufo:mtch:1uy-0ag,19,19
FIXTURE:ufo:mtch:1uz-03o,19,19
FIXTURE:ufo:mtch:1uz-05d,19,19
FIXTURE:ufo:mtch:1uz-06w,19,19
FIXTURE:ufo:mtch:1uz-0hc,19,19
FIXTURE:ufo:mtch:1uz-2i6,19,19
FIXTURE:ufo:mtch:1uz-2im,19,19
FIXTURE:ufo:mtch:1v0-0vt,19,19
FIXTURE:ufo:mtch:1v1-01i,19,19
FIXTURE:ufo:mtch:1v1-128,19,19
FIXTURE:ufo:mtch:1v1-1hn,19,19
FIXTURE:ufo:mtch:1v1-1wp,19,19
FIXTURE:ufo:mtch:1v2-0mq,19,19
FIXTURE:ufo:mtch:1v3-0y3,19,19
FIXTURE:ufo:mtch:1v3-1qx,19,19
FIXTURE:ufo:mtch:1v3-1vw,19,19
FIXTURE:ufo:mtch:1v3-27j,19,19
FIXTURE:ufo:mtch:1v4-018,19,19
FIXTURE:ufo:mtch:1v4-03u,19,19
FIXTURE:ufo:mtch:1v5-0ca,19,19
FIXTURE:ufo:mtch:1v5-0m3,19,19
FIXTURE:ufo:mtch:1v5-28o,19,19
FIXTURE:ufo:mtch:1v6-0a8,19,19
FIXTURE:ufo:mtch:1v6-0au,19,19
FIXTURE:ufo:mtch:1v6-0eu,19,19
FIXTURE:ufo:mtch:1v6-0wk,19,19
FIXTURE:ufo:mtch:1v6-16r,19,19
FIXTURE:ufo:mtch:1v6-2fv,19,19
FIXTURE:ufo:mtch:1v6-2go,19,19
FIXTURE:ufo:mtch:1v7-03x,19,19
FIXTURE:ufo:mtch:1v7-0y2,19,19
FIXTURE:ufo:mtch:1v8-1jf,19,19
FIXTURE:ufo:mtch:1v9-01p,19,19
FIXTURE:ufo:mtch:1v9-01r,19,19
FIXTURE:ufo:mtch:1v9-01z,19,19
FIXTURE:ufo:mtch:1v9-0e3,19,19
FIXTURE:ufo:mtch:1v9-0e4,19,19
FIXTURE:ufo:mtch:1v9-0kt,19,19
FIXTURE:ufo:mtch:1v9-1rp,19,19
FIXTURE:ufo:mtch:1va-1ul,19,19
FIXTURE:ufo:mtch:1va-2b3,19,19
FIXTURE:ufo:mtch:1va-2m6,19,19
FIXTURE:ufo:mtch:1va-2ud,19,19
FIXTURE:ufo:mtch:1vb-05g,19,19
FIXTURE:ufo:mtch:1vb-0qn,19,19
FIXTURE:ufo:mtch:1vb-1b2,19,19
FIXTURE:ufo:mtch:1vd-04f,19,19
FIXTURE:ufo:mtch:1vd-0g2,19,19
FIXTURE:ufo:mtch:1vd-23x,19,19
FIXTURE:ufo:mtch:1ve-00o,19,19
FIXTURE:ufo:mtch:1ve-02u,19,19
FIXTURE:ufo:mtch:1ve-0a5,19,19
FIXTURE:ufo:mtch:1ve-0du,19,19
FIXTURE:ufo:mtch:1ve-2w2,19,19
FIXTURE:ufo:mtch:1vf-0ez,19,19
FIXTURE:ufo:mtch:1vg-01a,19,19
FIXTURE:ufo:mtch:1vg-0dk,19,19
FIXTURE:ufo:mtch:1vg-2ww,19,19
FIXTURE:ufo:mtch:1vh-03h,19,19
FIXTURE:ufo:mtch:1vh-04p,19,19
FIXTURE:ufo:mtch:1vh-055,19,19
FIXTURE:ufo:mtch:1vh-0e7,19,19
FIXTURE:ufo:mtch:1vh-0zk,19,19
FIXTURE:ufo:mtch:1vh-1w5,19,19
FIXTURE:ufo:mtch:1vj-04r,19,19
FIXTURE:ufo:mtch:1vj-056,19,19
FIXTURE:ufo:mtch:1vk-03d,19,19
FIXTURE:ufo:mtch:1vk-08a,19,19
FIXTURE:ufo:mtch:1vk-09l,19,19
FIXTURE:ufo:mtch:1vk-0dq,19,19
FIXTURE:ufo:mtch:1vk-1st,19,19
FIXTURE:ufo:mtch:1vl-05u,19,19
FIXTURE:ufo:mtch:1vm-03a,19,19
FIXTURE:ufo:mtch:1us-01d,18,18
FIXTURE:ufo:mtch:1ut-05q,18,18
FIXTURE:ufo:mtch:1ut-0qk,18,18
FIXTURE:ufo:mtch:1ut-0qo,18,18
FIXTURE:ufo:mtch:1ut-1ov,18,18
FIXTURE:ufo:mtch:1uu-00c,18,18
FIXTURE:ufo:mtch:1uv-0ck,18,18
FIXTURE:ufo:mtch:1uw-0jq,18,18
FIXTURE:ufo:mtch:1uw-0ju,18,18
FIXTURE:ufo:mtch:1ux-024,18,18
FIXTURE:ufo:mtch:1ux-07c,18,18
FIXTURE:ufo:mtch:1ux-09t,18,18
FIXTURE:ufo:mtch:1ux-1qk,18,18
FIXTURE:ufo:mtch:1ux-26e,18,18
FIXTURE:ufo:mtch:1uy-02a,18,18
FIXTURE:ufo:mtch:1uy-068,18,18
FIXTURE:ufo:mtch:1uy-2u3,18,18
FIXTURE:ufo:mtch:1uy-2w1,18,18
FIXTURE:ufo:mtch:1uz-01z,18,18
FIXTURE:ufo:mtch:1uz-037,18,18
FIXTURE:ufo:mtch:1uz-05c,18,18
FIXTURE:ufo:mtch:1uz-0ww,18,18
FIXTURE:ufo:mtch:1uz-2w6,18,18
FIXTURE:ufo:mtch:1v0-01a,18,18
FIXTURE:ufo:mtch:1v0-05d,18,18
FIXTURE:ufo:mtch:1v0-1ob,18,18
FIXTURE:ufo:mtch:1v0-216,18,18
FIXTURE:ufo:mtch:1v1-025,18,18
FIXTURE:ufo:mtch:1v1-0c8,18,18
FIXTURE:ufo:mtch:1v1-0ck,18,18
FIXTURE:ufo:mtch:1v1-1kz,18,18
FIXTURE:ufo:mtch:1v2-0mx,18,18
FIXTURE:ufo:mtch:1v3-05f,18,18
FIXTURE:ufo:mtch:1v5-04h,18,18
FIXTURE:ufo:mtch:1v5-0kj,18,18
FIXTURE:ufo:mtch:1v5-0kt,18,18
FIXTURE:ufo:mtch:1v5-1d3,18,18
FIXTURE:ufo:mtch:1v5-1ux,18,18
FIXTURE:ufo:mtch:1v5-25p,18,18
FIXTURE:ufo:mtch:1v6-06i,18,18
FIXTURE:ufo:mtch:1v7-036,18,18
FIXTURE:ufo:mtch:1v7-03l,18,18
FIXTURE:ufo:mtch:1v7-04k,18,18
FIXTURE:ufo:mtch:1v7-04m,18,18
FIXTURE:ufo:mtch:1v7-083,18,18
FIXTURE:ufo:mtch:1v7-0ay,18,18
FIXTURE:ufo:mtch:1v7-0b9,18,18
FIXTURE:ufo:mtch:1v7-0bg,18,18
FIXTURE:ufo:mtch:1v7-0xh,18,18
FIXTURE:ufo:mtch:1v7-0xp,18,18
FIXTURE:ufo:mtch:1v7-0xq,18,18
FIXTURE:ufo:mtch:1v7-0xt,18,18
FIXTURE:ufo:mtch:1v8-08r,18,18
FIXTURE:ufo:mtch:1v8-0xa,18,18
FIXTURE:ufo:mtch:1v8-1m1,18,18
FIXTURE:ufo:mtch:1v9-00j,18,18
FIXTURE:ufo:mtch:1v9-00q,18,18
FIXTURE:ufo:mtch:1va-03t,18,18
FIXTURE:ufo:mtch:1va-082,18,18
FIXTURE:ufo:mtch:1va-0a4,18,18
FIXTURE:ufo:mtch:1va-0bw,18,18
FIXTURE:ufo:mtch:1va-0mn,18,18
FIXTURE:ufo:mtch:1vb-237,18,18
FIXTURE:ufo:mtch:1vc-01d,18,18
FIXTURE:ufo:mtch:1vc-024,18,18
FIXTURE:ufo:mtch:1vc-0fw,18,18
FIXTURE:ufo:mtch:1vc-1ea,18,18
FIXTURE:ufo:mtch:1vd-037,18,18
FIXTURE:ufo:mtch:1vd-040,18,18
FIXTURE:ufo:mtch:1vd-042,18,18
FIXTURE:ufo:mtch:1vd-04z,18,18
FIXTURE:ufo:mtch:1vd-0dh,18,18
FIXTURE:ufo:mtch:1ve-00p,18,18
FIXTURE:ufo:mtch:1ve-09h,18,18
FIXTURE:ufo:mtch:1ve-0h8,18,18
FIXTURE:ufo:mtch:1ve-0ny,18,18
FIXTURE:ufo:mtch:1ve-0pq,18,18
FIXTURE:ufo:mtch:1vf-05k,18,18
FIXTURE:ufo:mtch:1vf-0fu,18,18
FIXTURE:ufo:mtch:1vf-19e,18,18
FIXTURE:ufo:mtch:1vf-20t,18,18
FIXTURE:ufo:mtch:1vf-21n,18,18
FIXTURE:ufo:mtch:1vg-017,18,18
FIXTURE:ufo:mtch:1vg-0gg,18,18
FIXTURE:ufo:mtch:1vg-0jl,18,18
FIXTURE:ufo:mtch:1vh-0hx,18,18
FIXTURE:ufo:mtch:1vh-0lm,18,18
FIXTURE:ufo:mtch:1vi-122,18,18
FIXTURE:ufo:mtch:1vj-0kz,18,18
FIXTURE:ufo:mtch:1vk-010,18,18
FIXTURE:ufo:mtch:1vk-041,18,18
FIXTURE:ufo:mtch:1vk-047,18,18
FIXTURE:ufo:mtch:1vk-053,18,18
FIXTURE:ufo:mtch:1vk-06c,18,18
FIXTURE:ufo:mtch:1vk-09o,18,18
FIXTURE:ufo:mtch:1vk-0cv,18,18
FIXTURE:ufo:mtch:1vk-0hb,18,18
FIXTURE:ufo:mtch:1vk-1to,18,18
FIXTURE:ufo:mtch:1vk-20z,18,18
FIXTURE:ufo:mtch:1vl-03l,18,18
FIXTURE:ufo:mtch:1vl-04v,18,18
FIXTURE:ufo:mtch:1vl-060,18,18
FIXTURE:ufo:mtch:1vl-0gm,18,18
FIXTURE:ufo:mtch:1vl-0lt,18,18
FIXTURE:ufo:mtch:1vl-0rb,18,18
FIXTURE:ufo:mtch:1vl-0ya,18,18
FIXTURE:ufo:mtch:1vl-1os,18,18
FIXTURE:ufo:mtch:1vl-239,18,18
FIXTURE:ufo:mtch:1vl-30r,18,18
FIXTURE:ufo:mtch:1vm-076,18,18
FIXTURE:ufo:mtch:1vm-10k,18,18
FIXTURE:ufo:mtch:1us-00p,17,17
FIXTURE:ufo:mtch:1us-035,17,17
FIXTURE:ufo:mtch:1us-097,17,17
FIXTURE:ufo:mtch:1ut-03c,17,17
FIXTURE:ufo:mtch:1ut-040,17,17
FIXTURE:ufo:mtch:1ut-07m,17,17
FIXTURE:ufo:mtch:1ut-0ag,17,17
FIXTURE:ufo:mtch:1ut-1g7,17,17
FIXTURE:ufo:mtch:1ut-1yd,17,17
FIXTURE:ufo:mtch:1uu-004,17,17
FIXTURE:ufo:mtch:1uu-01f,17,17
FIXTURE:ufo:mtch:1uu-05y,17,17
FIXTURE:ufo:mtch:1uu-0bg,17,17
FIXTURE:ufo:mtch:1uu-0dn,17,17
FIXTURE:ufo:mtch:1uu-12b,17,17
FIXTURE:ufo:mtch:1uv-016,17,17
FIXTURE:ufo:mtch:1uv-01i,17,17
FIXTURE:ufo:mtch:1uw-00v,17,17
FIXTURE:ufo:mtch:1uw-011,17,17
FIXTURE:ufo:mtch:1ux-01i,17,17
FIXTURE:ufo:mtch:1ux-24z,17,17
FIXTURE:ufo:mtch:1ux-263,17,17
FIXTURE:ufo:mtch:1uy-0h0,17,17
FIXTURE:ufo:mtch:1uy-1tr,17,17
FIXTURE:ufo:mtch:1uz-0bo,17,17
FIXTURE:ufo:mtch:1uz-0p7,17,17
FIXTURE:ufo:mtch:1uz-25a,17,17
FIXTURE:ufo:mtch:1uz-25e,17,17
FIXTURE:ufo:mtch:1v0-022,17,17
FIXTURE:ufo:mtch:1v0-05u,17,17
FIXTURE:ufo:mtch:1v0-0sn,17,17
FIXTURE:ufo:mtch:1v0-1z2,17,17
FIXTURE:ufo:mtch:1v0-1zr,17,17
FIXTURE:ufo:mtch:1v1-04f,17,17
FIXTURE:ufo:mtch:1v1-0gt,17,17
FIXTURE:ufo:mtch:1v2-038,17,17
FIXTURE:ufo:mtch:1v2-14g,17,17
FIXTURE:ufo:mtch:1v2-2im,17,17
FIXTURE:ufo:mtch:1v3-1u4,17,17
FIXTURE:ufo:mtch:1v3-26u,17,17
FIXTURE:ufo:mtch:1v3-27h,17,17
FIXTURE:ufo:mtch:1v4-019,17,17
FIXTURE:ufo:mtch:1v4-02b,17,17
FIXTURE:ufo:mtch:1v5-02d,17,17
FIXTURE:ufo:mtch:1v5-28i,17,17
FIXTURE:ufo:mtch:1v6-0um,17,17
FIXTURE:ufo:mtch:1v6-0xr,17,17
FIXTURE:ufo:mtch:1v6-2g3,17,17
FIXTURE:ufo:mtch:1v6-37r,17,17
FIXTURE:ufo:mtch:1v7-07r,17,17
FIXTURE:ufo:mtch:1v7-09f,17,17
FIXTURE:ufo:mtch:1v9-0f5,17,17
FIXTURE:ufo:mtch:1v9-1ps,17,17
FIXTURE:ufo:mtch:1va-02o,17,17
FIXTURE:ufo:mtch:1va-05f,17,17
FIXTURE:ufo:mtch:1va-085,17,17
FIXTURE:ufo:mtch:1va-09c,17,17
FIXTURE:ufo:mtch:1va-0ev,17,17
FIXTURE:ufo:mtch:1vb-019,17,17
FIXTURE:ufo:mtch:1vb-2hm,17,17
FIXTURE:ufo:mtch:1vc-03o,17,17
FIXTURE:ufo:mtch:1vc-0rf,17,17
FIXTURE:ufo:mtch:1vd-095,17,17
FIXTURE:ufo:mtch:1vd-0m2,17,17
FIXTURE:ufo:mtch:1vd-211,17,17
FIXTURE:ufo:mtch:1ve-06v,17,17
FIXTURE:ufo:mtch:1ve-09z,17,17
FIXTURE:ufo:mtch:1ve-0vf,17,17
FIXTURE:ufo:mtch:1vf-0f3,17,17
FIXTURE:ufo:mtch:1vf-1bn,17,17
FIXTURE:ufo:mtch:1vf-1zt,17,17
FIXTURE:ufo:mtch:1vf-25m,17,17
FIXTURE:ufo:mtch:1vg-01u,17,17
FIXTURE:ufo:mtch:1vg-2dv,17,17
FIXTURE:ufo:mtch:1vh-2pb,17,17
FIXTURE:ufo:mtch:1vi-026,17,17
FIXTURE:ufo:mtch:1vi-25m,17,17
FIXTURE:ufo:mtch:1vi-278,17,17
FIXTURE:ufo:mtch:1vi-2gn,17,17
FIXTURE:ufo:mtch:1vj-0dj,17,17
FIXTURE:ufo:mtch:1vj-1vf,17,17
FIXTURE:ufo:mtch:1vj-1xo,17,17
FIXTURE:ufo:mtch:1vk-0co,17,17
FIXTURE:ufo:mtch:1vk-0ov,17,17
FIXTURE:ufo:mtch:1vl-025,17,17
FIXTURE:ufo:mtch:1vl-02l,17,17
FIXTURE:ufo:mtch:1vl-0b4,17,17
FIXTURE:ufo:mtch:1vm-02l,17,17
FIXTURE:ufo:mtch:1vm-0o3,17,17
FIXTURE:ufo:mtch:1vm-1ep,17,17
FIXTURE:ufo:mtch:1us-00v,16,16
FIXTURE:ufo:mtch:1us-0lg,16,16
FIXTURE:ufo:mtch:1us-17n,16,16
FIXTURE:ufo:mtch:1us-1ki,16,16
FIXTURE:ufo:mtch:1us-1s3,16,16
FIXTURE:ufo:mtch:1ut-02m,16,16
FIXTURE:ufo:mtch:1ut-0qa,16,16
FIXTURE:ufo:mtch:1ut-29v,16,16
FIXTURE:ufo:mtch:1uu-0dt,16,16
FIXTURE:ufo:mtch:1uv-029,16,16
FIXTURE:ufo:mtch:1uv-06h,16,16
FIXTURE:ufo:mtch:1uv-10t,16,16
FIXTURE:ufo:mtch:1uv-15v,16,16
FIXTURE:ufo:mtch:1uv-203,16,16
FIXTURE:ufo:mtch:1uw-01m,16,16
FIXTURE:ufo:mtch:1uw-287,16,16
FIXTURE:ufo:mtch:1uw-28m,16,16
FIXTURE:ufo:mtch:1ux-076,16,16
FIXTURE:ufo:mtch:1uy-02u,16,16
FIXTURE:ufo:mtch:1uy-03b,16,16
FIXTURE:ufo:mtch:1uy-04a,16,16
FIXTURE:ufo:mtch:1uy-0p5,16,16
FIXTURE:ufo:mtch:1uy-27k,16,16
FIXTURE:ufo:mtch:1uz-02e,16,16
FIXTURE:ufo:mtch:1uz-057,16,16
FIXTURE:ufo:mtch:1uz-0fs,16,16
FIXTURE:ufo:mtch:1uz-0pj,16,16
FIXTURE:ufo:mtch:1uz-0pm,16,16
FIXTURE:ufo:mtch:1uz-2i8,16,16
FIXTURE:ufo:mtch:1v0-00t,16,16
FIXTURE:ufo:mtch:1v0-07m,16,16
FIXTURE:ufo:mtch:1v0-08i,16,16
FIXTURE:ufo:mtch:1v0-0c3,16,16
FIXTURE:ufo:mtch:1v0-0fw,16,16
FIXTURE:ufo:mtch:1v1-0cm,16,16
FIXTURE:ufo:mtch:1v1-10i,16,16
FIXTURE:ufo:mtch:1v1-2gu,16,16
FIXTURE:ufo:mtch:1v2-01l,16,16
FIXTURE:ufo:mtch:1v2-2ik,16,16
FIXTURE:ufo:mtch:1v3-016,16,16
FIXTURE:ufo:mtch:1v3-1rq,16,16
FIXTURE:ufo:mtch:1v4-010,16,16
FIXTURE:ufo:mtch:1v4-0yu,16,16
FIXTURE:ufo:mtch:1v5-00f,16,16
FIXTURE:ufo:mtch:1v5-028,16,16
FIXTURE:ufo:mtch:1v6-04p,16,16
FIXTURE:ufo:mtch:1v6-0ac,16,16
FIXTURE:ufo:mtch:1v6-0f7,16,16
FIXTURE:ufo:mtch:1v6-0qw,16,16
FIXTURE:ufo:mtch:1v6-2dw,16,16
FIXTURE:ufo:mtch:1v6-2gt,16,16
FIXTURE:ufo:mtch:1v7-008,16,16
FIXTURE:ufo:mtch:1v7-03f,16,16
FIXTURE:ufo:mtch:1v7-05n,16,16
FIXTURE:ufo:mtch:1v7-06z,16,16
FIXTURE:ufo:mtch:1v7-08j,16,16
FIXTURE:ufo:mtch:1v7-0d8,16,16
FIXTURE:ufo:mtch:1v8-024,16,16
FIXTURE:ufo:mtch:1v8-044,16,16
FIXTURE:ufo:mtch:1v8-0mo,16,16
FIXTURE:ufo:mtch:1v8-0xb,16,16
FIXTURE:ufo:mtch:1v9-0gf,16,16
FIXTURE:ufo:mtch:1v9-0l3,16,16
FIXTURE:ufo:mtch:1v9-2jt,16,16
FIXTURE:ufo:mtch:1va-00g,16,16
FIXTURE:ufo:mtch:1va-02p,16,16
FIXTURE:ufo:mtch:1va-19l,16,16
FIXTURE:ufo:mtch:1vb-01k,16,16
FIXTURE:ufo:mtch:1vc-00s,16,16
FIXTURE:ufo:mtch:1vc-066,16,16
FIXTURE:ufo:mtch:1vc-0ea,16,16
FIXTURE:ufo:mtch:1vc-26n,16,16
FIXTURE:ufo:mtch:1vc-26v,16,16
FIXTURE:ufo:mtch:1vd-01x,16,16
FIXTURE:ufo:mtch:1vd-04l,16,16
FIXTURE:ufo:mtch:1vd-06x,16,16
FIXTURE:ufo:mtch:1vd-08f,16,16
FIXTURE:ufo:mtch:1vd-0xi,16,16
FIXTURE:ufo:mtch:1vd-15p,16,16
FIXTURE:ufo:mtch:1vd-1ff,16,16
FIXTURE:ufo:mtch:1ve-01d,16,16
FIXTURE:ufo:mtch:1ve-08a,16,16
FIXTURE:ufo:mtch:1ve-0a1,16,16
FIXTURE:ufo:mtch:1ve-13a,16,16
FIXTURE:ufo:mtch:1ve-13m,16,16
FIXTURE:ufo:mtch:1vf-066,16,16
FIXTURE:ufo:mtch:1vf-0eo,16,16
FIXTURE:ufo:mtch:1vf-0er,16,16
FIXTURE:ufo:mtch:1vf-20p,16,16
FIXTURE:ufo:mtch:1vg-0vl,16,16
FIXTURE:ufo:mtch:1vh-027,16,16
FIXTURE:ufo:mtch:1vh-0a5,16,16
FIXTURE:ufo:mtch:1vh-0ee,16,16
FIXTURE:ufo:mtch:1vh-0fw,16,16
FIXTURE:ufo:mtch:1vh-1ki,16,16
FIXTURE:ufo:mtch:1vi-02x,16,16
FIXTURE:ufo:mtch:1vi-120,16,16
FIXTURE:ufo:mtch:1vi-1ce,16,16
FIXTURE:ufo:mtch:1vi-257,16,16
FIXTURE:ufo:mtch:1vj-01s,16,16
FIXTURE:ufo:mtch:1vj-048,16,16
FIXTURE:ufo:mtch:1vj-057,16,16
FIXTURE:ufo:mtch:1vj-1x3,16,16
FIXTURE:ufo:mtch:1vj-1x4,16,16
FIXTURE:ufo:mtch:1vj-1xj,16,16
FIXTURE:ufo:mtch:1vj-1xn,16,16
FIXTURE:ufo:mtch:1vj-2qb,16,16
FIXTURE:ufo:mtch:1vk-02x,16,16
FIXTURE:ufo:mtch:1vk-049,16,16
FIXTURE:ufo:mtch:1vk-04j,16,16
FIXTURE:ufo:mtch:1vk-060,16,16
FIXTURE:ufo:mtch:1vk-0av,16,16
FIXTURE:ufo:mtch:1vk-0cy,16,16
FIXTURE:ufo:mtch:1vk-217,16,16
FIXTURE:ufo:mtch:1vl-05y,16,16
FIXTURE:ufo:mtch:1vl-07v,16,16
FIXTURE:ufo:mtch:1vl-2bz,16,16
FIXTURE:ufo:mtch:1vm-044,16,16
FIXTURE:ufo:mtch:1vm-05t,16,16
FIXTURE:ufo:mtch:1vm-15q,16,16
FIXTURE:ufo:mtch:1vm-19t,16,16
FIXTURE:ufo:mtch:1us-2st,15,15
FIXTURE:ufo:mtch:1ut-065,15,15
FIXTURE:ufo:mtch:1ut-09x,15,15
FIXTURE:ufo:mtch:1ut-0r4,15,15
FIXTURE:ufo:mtch:1ut-0rc,15,15
FIXTURE:ufo:mtch:1uu-0ud,15,15
FIXTURE:ufo:mtch:1uu-0vn,15,15
FIXTURE:ufo:mtch:1uv-0ea,15,15
FIXTURE:ufo:mtch:1uv-12k,15,15
FIXTURE:ufo:mtch:1uv-13p,15,15
FIXTURE:ufo:mtch:1uw-27f,15,15
FIXTURE:ufo:mtch:1uw-2bb,15,15
FIXTURE:ufo:mtch:1uw-2se,15,15
FIXTURE:ufo:mtch:1ux-08x,15,15
FIXTURE:ufo:mtch:1ux-0fi,15,15
FIXTURE:ufo:mtch:1ux-0ix,15,15
FIXTURE:ufo:mtch:1ux-24t,15,15
FIXTURE:ufo:mtch:1uy-03k,15,15
FIXTURE:ufo:mtch:1uy-04q,15,15
FIXTURE:ufo:mtch:1uy-09g,15,15
FIXTURE:ufo:mtch:1uy-0j6,15,15
FIXTURE:ufo:mtch:1uy-0ly,15,15
FIXTURE:ufo:mtch:1uy-0m6,15,15
FIXTURE:ufo:mtch:1uz-04h,15,15
FIXTURE:ufo:mtch:1uz-05o,15,15
FIXTURE:ufo:mtch:1uz-16x,15,15
FIXTURE:ufo:mtch:1v0-05r,15,15
FIXTURE:ufo:mtch:1v0-2by,15,15
FIXTURE:ufo:mtch:1v1-01x,15,15
FIXTURE:ufo:mtch:1v1-0ca,15,15
